id;descripcion;provincia_id
3610;SANTA ROSA DE LOS PASTOS GRANDES;17
3611;TOLAR GRANDE;17
3612;EL GALPON;17
3613;EL TUNAL;17
3614;LUMBRERAS;17
3615;SAN JOSE DE METAN;17
3616;METAN VIEJO;17
3617;RIO PIEDRAS;17
3618;SAN JOSE DE ORQUERA;17
3619;LA PUERTA;17
3620;MOLINOS;17
3621;SECLANTAS;17
3622;AGUAS BLANCAS;17
3623;COLONIA SANTA ROSA;17
3624;EL TABACAL;17
3625;HIPOLITO YRIGOYEN;17
3626;LA MISION;17
3627;PICHANAL;17
3628;SAN RAMON DE LA NUEVA ORAN;17
3629;URUNDEL;17
3630;ALTO DE LA SIERRA;17
3631;CAPITAN JUAN PAGE;17
3632;CORONEL JUAN SOLA;17
3633;LA UNION;17
3634;LOS BLANCOS;17
3635;PLUMA DE PATO;17
3636;RIVADAVIA;17
3637;SANTA MARIA;17
3638;SANTA ROSA;17
3639;SANTA VICTORIA ESTE;17
3640;ANTILLA;17
3641;COPO QUILE;17
3642;EL NARANJO;17
3643;ROSARIO DE LA FRONTERA;17
3644;SAN FELIPE;17
3645;CAMPO QUIJANO;17
3646;LA SILLETA;17
3647;ROSARIO DE LERMA;17
3648;ANGASTACO;17
3649;ANIMANA;17
3650;EL BARRIAL;17
3651;SAN CARLOS;17
3652;ACOYTE;17
3653;CAMPO LA CRUZ;17
3654;LOS TOLDOS;17
3655;NAZARENO;17
3656;POSCAYA;17
3657;SAN MARCOS;17
3658;SANTA VICTORIA;17
3659;EL RINCON;18
3660;LAS PIEDRITAS;18
3661;LAS TAPIAS;18
3662;PUNTA DEL MONTE;18
3663;EL ALAMITO;18
3664;EL BOSQUE;18
3665;CALINGASTA;18
3666;TAMBERIAS;18
3667;BARREAL;18
3668;PUCHUZUN;18
3669;SOROCAYENSE;18
3670;VILLA CORRAL;18
3671;VILLA NUEVA;18
3672;LA ISLA;18
3673;HILARIO;18
3674;SAN JUAN;18
3675;BERMEJO;18
3676;CAUCETE;18
3677;EL RINCON;18
3678;MARAYES;18
3679;PIE DE PALO;18
3680;VALLECITO;18
3681;VILLA INDEPENDENCIA;18
3682;LA PUNTILLA;18
3683;LAS CHACRAS;18
3684;POZO DE LOS ALGARROBOS;18
3685;CHIMBAS;18
3686;VILLA OBRERA;18
3687;ANGUALASTO;18
3688;BELLA VISTA;18
3689;IGLESIA;18
3690;LAS FLORES;18
3691;PISMANTA;18
3692;RODEO;18
3693;TUDCUM;18
3694;TOCOTA;18
3695;EL MEDANO;18
3696;GRAN CHINA;18
3697;HUACO;18
3698;MOGNA;18
3699;NIQUIVIL;18
3700;PAMPA VIEJA;18
3701;SAN ISIDRO;18
3702;SAN JOSE DE JACHAL;18
3703;TAMBERIAS;18
3704;VILLA MALVINAS ARGENTINAS;18
3705;VILLA MERCEDES;18
3706;CRUZ DE PIEDRA;18
3707;LA CIENAGA;18
3708;COLONIA FIORITO;18
3709;LAS CHACRITAS;18
3710;9 DE JULIO;18
3711;LA MAJADITA;18
3712;BARRIO RUTA 40;18
3713;CARPINTERIA;18
3714;QUINTO CUARTEL;18
3715;VILLA CENTENARIO;18
3716;CAMPO DE BATALLA;18
3717;COLONIA RODAS;18
3718;EL ABANICO;18
3719;RAWSON;18
3720;VILLA BOLAÑOS;18
3721;COLONIA MEDANO DE ORO;18
3722;VILLA SAN DAMIAN;18
3723;RIVADAVIA;18
3724;MARQUESADO;18
3725;BARRIO SADOP;18
3726;SAN ISIDRO;18
3727;VILLA EL SALVADOR;18
3728;VILLA DOMINGUITO;18
3729;VILLA DON BOSCO;18
3730;VILLA SAN MARTIN;18
3731;DOS ACEQUIAS;18
3732;LA PUNTILLA;18
3733;COLONIA GUTIERREZ;18
3734;COLONIA RICHET ZAPATA;18
3735;LA LEGUA;18
3736;CAÑADA HONDA;18
3737;CIENAGUITA;18
3738;COLONIA FISCAL;18
3739;DIVISADERO;18
3740;GUANACACHE;18
3741;LAS LAGUNAS;18
3742;LOS BERROS;18
3743;PEDERNAL;18
3744;PUNTA DEL MEDANO;18
3745;VILLA MEDIA AGUA;18
3746;ESTACION COCHAGUAL;18
3747;COLONIA SAN ANTONIO;18
3748;TRES ESQUINAS;18
3749;SAN CARLOS;18
3750;VILLA IBAÑEZ;18
3751;EL CHILOTE;18
3752;DIQUE ULLUM;18
3753;ASTICA;18
3754;BALDE DEL ROSARIO;18
3755;CHUCUMA;18
3756;LOS BALDECITOS;18
3757;USNO;18
3758;VILLA SAN AGUSTIN;18
3759;AGUA CERCADA;18
3760;LAS JUNTAS;18
3761;SAN ANTONIO;18
3762;BALDES DE LA CHILCA;18
3763;SIERRA DE ELIZONDO;18
3764;LA MAJADITA;18
3765;EL ENCON;18
3766;TUPELI;18
3767;VILLA EL TANGO;18
3768;VILLA SANTA ROSA;18
3769;ESTACION ALGARROBO VERDE;18
3770;LAS CASUARINAS;18
3771;DIVISORIA;18
3772;LA TRANCA;18
3773;ESTACION PUNTA DEL AGUA;18
3774;VILLA BASILIO NIEVAS;18
3775;ZONDA ARRIBA;18
3776;CANDELARIA;19
3777;LA MAJADA;19
3778;LEANDRO N. ALEM;19
3779;LUJAN;19
3780;QUINES;19
3781;SAN FRANCISCO DEL MONTE DE ORO;19
3782;SAN MIGUEL;19
3783;EL CALDEN;19
3784;EL RINCON;19
3785;SANTA ROSA DE CATANTAL;19
3786;LOMAS BLANCAS;19
3787;BALDE DE AZCURRA;19
3788;EL ZAPALLAR;19
3789;PAMPA GRANDE;19
3790;SANTA TERESA;19
3791;LA TRANCA;19
3792;BALDECITO DE LA PAMPA;19
3793;BALDE DE QUINES;19
3794;LA CALERA;19
3795;NOGOLI;19
3796;VILLA DE LA QUEBRADA;19
3797;VILLA GENERAL ROCA;19
3798;REPRESA DEL CARMEN;19
3799;EL RAMBLON;19
3800;SAN ANTONIO;19
3801;SAN PEDRO;19
3802;CABEZA DE VACA;19
3803;BELLA ESTANCIA;19
3804;EL MILAGRO;19
3805;POZO DEL TALA;19
3806;TORO NEGRO;19
3807;ARBOL SOLO;19
3808;CAROLINA;19
3809;EL TRAPICHE;19
3810;FRAGA;19
3811;LA BAJADA;19
3812;LA FLORIDA;19
3813;LA TOMA;19
3814;RIOCITO;19
3815;RIO GRANDE;19
3816;SALADILLO;19
3817;CERROS LARGOS;19
3818;EL ARENAL;19
3819;VALLE DE PANCANTA;19
3820;MARMOL VERDE;19
3821;LA TOTORA;19
3822;PASO DEL REY;19
3823;BALDE DE LA ISLA;19
3824;PAMPA DEL TAMBOREO;19
3825;EL DURAZNO;19
3826;COMANDANTE GRANVILLE;19
3827;LAS BARRANQUITAS;19
3828;CONCARAN;19
3829;CORTADERAS;19
3830;NASCHEL;19
3831;PAPAGAYOS;19
3832;RENCA;19
3833;SAN PABLO;19
3834;TILISARAO;19
3835;VILLA DEL CARMEN;19
3836;VILLA LARCA;19
3837;SAN FELIPE;19
3838;SANTA MARTINA;19
3839;BALCARCE;19
3840;EL SAUCE;19
3841;EL TALA;19
3842;JUAN JORBA;19
3843;JUAN LLERENA;19
3844;JUSTO DARACT;19
3845;LA PUNILLA;19
3846;LAVAISSE;19
3847;SAN JOSE DEL MORRO;19
3848;VILLA MERCEDES;19
3849;VILLA REYNOLDS;19
3850;VILLA SALLES;19
3851;CORONEL ALZOGARAY;19
3852;LA ESQUINA;19
3853;LAS ISLETAS;19
3854;NUEVA ESCOCIA;19
3855;SOVEN;19
3856;ANCHORENA;19
3857;ARIZONA;19
3858;BAGUAL;19
3859;BATAVIA;19
3860;BUENA ESPERANZA;19
3861;FORTIN EL PATRIA;19
3862;FORTUNA;19
3863;LA MAROMA;19
3864;LOS OVEROS;19
3865;MARTIN DE LOYOLA;19
3866;NAHUEL MAPA;19
3867;NAVIA;19
3868;NUEVA GALIA;19
3869;UNION;19
3870;LA VERDE;19
3871;CARPINTERIA;19
3872;CERRO DE ORO;19
3873;LAFINUR;19
3874;LOS CAJONES;19
3875;LOS MOLLES;19
3876;MERLO;19
3877;SANTA ROSA DEL CONLARA;19
3878;TALITA;19
3879;LA CHILCA;19
3880;LAS PALOMAS;19
3881;LOS LOBOS;19
3882;LOMITAS;19
3883;ALTO PELADO;19
3884;ALTO PENCOSO;19
3885;BALDE;19
3886;BEAZLEY;19
3887;CAZADOR;19
3888;CHOSMES;19
3889;DESAGUADERO;19
3890;EL VOLCAN;19
3891;JARILLA;19
3892;MOSMOTA;19
3893;POTRERO DE LOS FUNES;19
3894;SALINAS DEL BEBEDERO;19
3895;SAN JERONIMO;19
3896;SAN LUIS;19
3897;ZANJITAS;19
3898;LAS BARRANCAS;19
3899;DANIEL DONOVAN;19
3900;SANTA ROSA;19
3901;ESTANCIA GRANDE;19
3902;LA VERTIENTE;19
3903;LAS AGUADAS;19
3904;LAS CHACRAS;19
3905;LAS LAGUNAS;19
3906;PASO GRANDE;19
3907;POTRERILLO;19
3908;SAN MARTIN;19
3909;VILLA DE PRAGA;19
3910;LA COCHA;19
3911;RINCON DEL CARMEN;19
3912;MANANTIAL;19
3913;PUERTA COLORADA;19
3914;COMANDANTE LUIS PIEDRABUENA;20
3915;PUERTO SANTA CRUZ;20
3916;CALETA OLIVIA;20
3917;CAÑADON SECO;20
3918;FITZ ROY;20
3919;JARAMILLO;20
3920;KOLUEL KAIKE;20
3921;LAS HERAS;20
3922;PICO TRUNCADO;20
3923;PUERTO DESEADO;20
3924;TELLIER;20
3925;PIEDRA CLAVADA;20
3926;BAHIA LAURA;20
3927;MINERALES;20
3928;EL TURBIO;20
3929;JULIA DUFOUR;20
3930;MINA 3;20
3931;RIO GALLEGOS;20
3932;ROSPENTEK;20
3933;28 DE NOVIEMBRE;20
3934;YACIMIENTOS RIO TURBIO;20
3935;CANCHA CARRERA;20
3936;LA ESPERANZA;20
3937;PUERTO COIG;20
3938;BELLA VISTA;20
3939;EL CALAFATE;20
3940;EL CHALTEN;20
3941;TRES LAGOS;20
3942;LOS ANTIGUOS;20
3943;PERITO MORENO;20
3944;PUERTO SAN JULIAN;20
3945;BAJO CARACOLES;20
3946;GOBERNADOR GREGORES;20
3947;HIPOLITO YRIGOYEN;20
3948;ARMSTRONG;21
3949;BOUQUET;21
3950;LAS PAREJAS;21
3951;LAS ROSAS;21
3952;MONTES DE OCA;21
3953;TORTUGAS;21
3954;ITURRASPE;21
3955;LA CALIFORNIA;21
3956;AREQUITO;21
3957;ARTEAGA;21
3958;BERAVEBU;21
3959;BIGAND;21
3960;CASILDA;21
3961;CHABAS;21
3962;CHAÑAR LADEADO;21
3963;GODEKEN;21
3964;LOS MOLINOS;21
3965;LOS NOGALES;21
3966;LOS QUIRQUINCHOS;21
3967;SAN JOSE DE LA ESQUINA;21
3968;SANFORD;21
3969;VILLADA;21
3970;ALDAO;21
3971;ANGELICA;21
3972;ATALIVA;21
3973;AURELIA;21
3974;BARRIOS ACAPULCO Y VERACRUZ;21
3975;BAUER Y SIGEL;21
3976;BELLA ITALIA;21
3977;CASTELLANOS;21
3978;COLONIA BICHA;21
3979;COLONIA CELLO;21
3980;COLONIA MARGARITA;21
3981;COLONIA RAQUEL;21
3982;CORONEL FRAGA;21
3983;EGUSQUIZA;21
3984;ESMERALDA;21
3985;ESTACION CLUCELLAS;21
3986;ESTACION SAGUIER;21
3987;EUSEBIA Y CAROLINA;21
3988;EUSTOLIA;21
3989;FRONTERA;21
3990;GARIBALDI;21
3991;HUMBERTO PRIMO;21
3992;JOSEFINA;21
3993;LEHMANN;21
3994;MARIA JUANA;21
3995;NUEVA LEHMANN;21
3996;PLAZA CLUCELLAS;21
3997;PLAZA SAGUIER;21
3998;PRESIDENTE ROCA;21
3999;PUEBLO MARINI;21
4000;RAFAELA;21
4001;RAMONA;21
4002;SAN ANTONIO;21
4003;SAN VICENTE;21
4004;SANTA CLARA DE SAGUIER;21
4005;SUNCHALES;21
4006;SUSANA;21
4007;TACURAL;21
4008;VILA;21
4009;VILLA JOSEFINA;21
4010;VILLA SAN JOSE;21
4011;VIRGINIA;21
4012;ZENON PEREYRA;21
4013;COLONIA BIGAND;21
4014;COLONIA ITURRASPE;21
4015;ESTACION KILOMETRO 501;21
4016;LOS SEMBRADOS;21
4017;HUGENTOBLER;21
4018;ALCORTA;21
4019;BARRIO MITRE;21
4020;BOMBAL;21
4021;CAÑADA RICA;21
4022;CEPEDA;21
4023;EMPALME VILLA CONSTITUCION;21
4024;FIRMAT;21
4025;GENERAL GELLY;21
4026;GODOY;21
4027;JUAN B. MOLINA;21
4028;JUNCAL;21
4029;LA VANGUARDIA;21
4030;MAXIMO PAZ;21
4031;PAVON;21
4032;PAVON ARRIBA;21
4033;PEYRANO;21
4034;RUEDA;21
4035;SANTA TERESA;21
4036;SARGENTO CABRAL;21
4037;STEPHENSON;21
4038;THEOBALD;21
4039;VILLA CONSTITUCION;21
4040;CAYASTA;21
4041;HELVECIA;21
4042;LOS ZAPALLOS;21
4043;SALADERO MARIANO CABAL;21
4044;SANTA ROSA DE CALCHINES;21
4045;COLONIA SAN JOAQUIN;21
4046;COLONIA MASCIAS;21
4047;CAMPO DEL MEDIO;21
4048;LOS CERRILLOS;21
4049;EL LAUREL;21
4050;AARON CASTELLANOS;21
4051;AMENABAR;21
4052;CAFFERATA;21
4053;CAÑADA DEL UCLE;21
4054;CARMEN;21
4055;CARRERAS;21
4056;CHAPUY;21
4057;CHOVET;21
4058;CHRISTOPHERSEN;21
4059;DIEGO DE ALVEAR;21
4060;ELORTONDO;21
4061;FIRMAT;21
4062;HUGHES;21
4063;LA CHISPA;21
4064;LABORDEBOY;21
4065;LAZZARINO;21
4066;MAGGIOLO;21
4067;MARIA TERESA;21
4068;MELINCUE;21
4069;MIGUEL TORRES;21
4070;MURPHY;21
4071;RUFINO;21
4072;SAN EDUARDO;21
4073;SAN FRANCISCO DE SANTA FE;21
4074;SAN GREGORIO;21
4075;SANCTI SPIRITU;21
4076;SANTA ISABEL;21
4077;TEODELINA;21
4078;VENADO TUERTO;21
4079;VILLA CAÑAS;21
4080;WHEELWRIGHT;21
4081;ARROYO CEIBAL;21
4082;AVELLANEDA;21
4083;BERNA;21
4084;EL ARAZA;21
4085;EL RABON;21
4086;FLORENCIA;21
4087;GUADALUPE NORTE;21
4088;INGENIERO CHANOURDIE;21
4089;LA ISLETA;21
4090;LA SARITA;21
4091;LANTERI;21
4092;LAS GARZAS;21
4093;LAS TOSCAS;21
4094;LOS LAURELES;21
4095;MALABRIGO;21
4096;PARAJE SAN MANUEL;21
4097;PUERTO RECONQUISTA;21
4098;RECONQUISTA;21
4099;SAN ANTONIO DE OBLIGADO;21
4100;TACUARENDI;21
4101;VILLA ANA;21
4102;VILLA GUILLERMINA;21
4103;VILLA OCAMPO;21
4104;MOUSSY;21
4105;LA LOLA;21
4106;SANTA ANA;21
4107;LA RESERVA;21
4108;CAMPO HARDY;21
4109;EL CARMEN DE AVELLANEDA;21
4110;EL RICARDITO;21
4111;EL TIMBO;21
4112;LA SELVA;21
4113;CAMPO SIETE PROVINCIAS;21
4114;ESTACION KILOMETRO 403;21
4115;BARRIO CICARELLI;21
4116;BUSTINZA;21
4117;CAÑADA DE GOMEZ;21
4118;CLASSON;21
4119;COLONIA MEDICI;21
4120;CORREA;21
4121;LARGUIA;21
4122;LUCIO V. LOPEZ;21
4123;OLIVEROS;21
4124;PUEBLO ANDINO;21
4125;SALTO GRANDE;21
4126;SERODINO;21
4127;TOTORAS;21
4128;VILLA ELOISA;21
4129;VILLA LA RIVERA - OLIVEROS;21
4130;VILLA LA RIVERA - PUEBLO ANDINO;21
4131;BERRETTA;21
4132;ANGEL GALLARDO;21
4133;ARROYO AGUIAR;21
4134;ARROYO LEYES;21
4135;CABAL;21
4136;CAMPO ANDINO;21
4137;CANDIOTI;21
4138;EMILIA;21
4139;LAGUNA PAIVA;21
4140;LLAMBI CAMPBELL;21
4141;MONTE VERA;21
4142;NELSON;21
4143;PARAJE CHACO CHICO;21
4144;PARAJE LA COSTA;21
4145;RECREO;21
4146;RINCON POTRERO;21
4147;SAN JOSE DEL RINCON;21
4148;SANTA FE;21
4149;SANTO TOME;21
4150;SAUCE VIEJO;21
4151;VILLA LAURA;21
4152;CAMPO CRESPO;21
4153;IRIONDO;21
4154;CAVOUR;21
4155;CULULU;21
4156;ELISA;21
4157;EMPALME SAN CARLOS;21
4158;ESPERANZA;21
4159;FELICIA;21
4160;FRANCK;21
4161;GRUTLY;21
4162;HIPATIA;21
4163;HUMBOLDT;21
4164;JACINTO L. ARAUZ;21
4165;LA PELADA;21
4166;LAS TUNAS;21
4167;MARIA LUISA;21
4168;MATILDE;21
4169;NUEVO TORINO;21
4170;PILAR;21
4171;PLAZA MATILDE;21
4172;PROGRESO;21
4173;PROVIDENCIA;21
4174;SA PEREYRA;21
4175;SAN AGUSTIN;21
4176;SAN CARLOS CENTRO;21
4177;SAN CARLOS NORTE;21
4178;SAN CARLOS SUD;21
4179;SAN JERONIMO DEL SAUCE;21
4180;SAN JERONIMO NORTE;21
4181;SAN MARIANO;21
4182;SANTA CLARA DE BUENA VISTA;21
4183;SANTO DOMINGO;21
4184;SARMIENTO;21
4185;CORONEL RODRIGUEZ;21
4186;ITUZAINGO;21
4187;ESTEBAN RAMS;21
4188;GATO COLORADO;21
4189;GREGORIA PEREZ DE DENIS;21
4190;LOGROÑO;21
4191;MONTEFIORE;21
4192;POZO BORRADO;21
4193;SANTA MARGARITA;21
4194;TOSTADO;21
4195;VILLA MINETTI;21
4196;ANTONIO PINI;21
4197;CAMPO GARAY;21
4198;NUEVA ITALIA;21
4199;TRES POZOS;21
4200;FORTIN ATAHUALPA;21
4201;ACEBAL;21
4202;ALBARELLOS;21
4203;ALVAREZ;21
4204;ALVEAR;21
4205;ARBILLA;21
4206;ARMINDA;21
4207;ARROYO SECO;21
4208;CARMEN DEL SAUCE;21
4209;CORONEL BOGADO;21
4210;CORONEL RODOLFO S. DOMINGUEZ;21
4211;CUATRO ESQUINAS;21
4212;EL CARAMELO;21
4213;FIGHIERA;21
4214;FUNES;21
4215;GENERAL LAGOS;21
4216;GRANADERO BAIGORRIA;21
4217;IBARLUCEA;21
4218;KILOMETRO 101;21
4219;LOS MUCHACHOS - LA ALBORADA;21
4220;MONTE FLORES;21
4221;PEREZ;21
4222;PIÑERO;21
4223;PUEBLO ESTHER;21
4224;PUEBLO MUÑOZ;21
4225;PUEBLO URANGA;21
4226;PUERTO ARROYO SECO;21
4227;ROSARIO;21
4228;SOLDINI;21
4229;VILLA AMELIA;21
4230;VILLA DEL PLATA;21
4231;VILLA GOBERNADOR GALVEZ;21
4232;ZAVALLA;21
4233;LA CAROLINA;21
4234;AGUARA GRANDE;21
4235;AMBROSETTI;21
4236;ARRUFO;21
4237;BALNEARIO LA VERDE;21
4238;CAPIVARA;21
4239;CERES;21
4240;COLONIA ANA;21
4241;COLONIA BOSSI;21
4242;COLONIA ROSA;21
4243;CONSTANZA;21
4244;CURUPAYTI;21
4245;HERSILIA;21
4246;HUANQUEROS;21
4247;LA CABRAL;21
4248;LA RUBIA;21
4249;LAS AVISPAS;21
4250;LAS PALMERAS;21
4251;MOISES VILLE;21
4252;MONIGOTES;21
4253;ÑANDUCITA;21
4254;PALACIOS;21
4255;SAN CRISTOBAL;21
4256;SAN GUILLERMO;21
4257;SANTURCE;21
4258;SOLEDAD;21
4259;SUARDI;21
4260;VILLA SARALEGUI;21
4261;VILLA TRINIDAD;21
4262;LA LUCILA;21
4263;ALEJANDRA;21
4264;CACIQUE ARIACAIQUIN;21
4265;COLONIA DURAN;21
4266;LA BRAVA;21
4267;ROMANG;21
4268;SAN JAVIER;21
4269;COLONIA CALIFORNIA;21
4270;COLONIA INDIGENA;21
4271;COLONIA TERESA;21
4272;COSTA DEL TOBA;21
4273;COLONIA SAN JOSE;21
4274;AROCENA;21
4275;BALNEARIO MONJE;21
4276;BARRANCAS;21
4277;BARRIO CAIMA;21
4278;BARRIO EL PACAA - BARRIO COMIPINI;21
4279;BERNARDO DE IRIGOYEN;21
4280;CASALEGNO;21
4281;CENTENO;21
4282;CORONDA;21
4283;DESVIO ARIJON;21
4284;DIAZ;21
4285;GABOTO;21
4286;GALVEZ;21
4287;GESSLER;21
4288;IRIGOYEN;21
4289;LARRECHEA;21
4290;LOMA ALTA;21
4291;LOPEZ;21
4292;MACIEL;21
4293;MONJE;21
4294;PUERTO ARAGON;21
4295;SAN EUGENIO;21
4296;SAN FABIAN;21
4297;SAN GENARO;21
4298;SAN GENARO NORTE;21
4299;ANGELONI;21
4300;CAYASTACITO;21
4301;COLONIA DOLORES;21
4302;ESTHER;21
4303;GOBERNADOR CRESPO;21
4304;LA CRIOLLA;21
4305;LA PENCA Y CARAGUATA;21
4306;MARCELINO ESCALADA;21
4307;NARE;21
4308;PEDRO GOMEZ CELLO;21
4309;RAMAYON;21
4310;SAN BERNARDO;21
4311;SAN JUSTO;21
4312;SAN MARTIN NORTE;21
4313;SILVA;21
4314;VERA Y PINTADO;21
4315;VIDELA;21
4316;LA CAMILA;21
4317;COLONIA LA BLANCA;21
4318;LOS SALADILLOS;21
4319;MIGUEL ESCALADA;21
4320;ALDAO;21
4321;CAPITAN BERMUDEZ;21
4322;CARCARAÑA;21
4323;CORONEL ARNOLD;21
4324;FRAY LUIS BELTRAN;21
4325;FUENTES;21
4326;LUIS PALACIOS;21
4327;PUERTO GENERAL SAN MARTIN;21
4328;PUJATO;21
4329;RICARDONE;21
4330;ROLDAN;21
4331;SAN JERONIMO SUD;21
4332;SAN LORENZO;21
4333;TIMBUES;21
4334;VILLA ELVIRA;21
4335;VILLA MUGUETA;21
4336;MAIZALES;21
4337;CAÑADA ROSQUIN;21
4338;CARLOS PELLEGRINI;21
4339;CASAS;21
4340;CASTELAR;21
4341;COLONIA BELGRANO;21
4342;CRISPI;21
4343;EL TREBOL;21
4344;LANDETA;21
4345;LAS BANDURRIAS;21
4346;LAS PETACAS;21
4347;LOS CARDOS;21
4348;MARIA SUSANA;21
4349;PIAMONTE;21
4350;SAN JORGE;21
4351;SAN MARTIN DE LAS ESCOBAS;21
4352;SASTRE;21
4353;TRAILL;21
4354;WILDERMUTH;21
4355;ESTACION KILOMETRO 465;21
4356;CALCHAQUI;21
4357;CAÑADA OMBU;21
4358;COLMENA;21
4359;FORTIN OLMOS;21
4360;GARABATO;21
4361;GOLONDRINA;21
4362;INTIYACO;21
4363;KILOMETRO 115;21
4364;LA GALLARETA;21
4365;LOS AMORES;21
4366;MARGARITA;21
4367;PARAJE 29;21
4368;POZO DE LOS INDIOS;21
4369;PUEBLO SANTA LUCIA;21
4370;TARTAGAL;21
4371;TOBA;21
4372;VERA;21
4373;ESPIN;21
4374;LOS TABANOS;21
4375;FORTIN CHARRUA;21
4376;GUAYCURU;21
4377;ESTACION KILOMETRO 302;21
4378;LA ZULEMA;21
4379;CARAGUATAY;21
4380;BARRIO ARROYO DEL MEDIO;21
4381;ARGENTINA;22
4382;CASARES;22
4383;MALBRAN;22
4384;VILLA GENERAL MITRE;22
4385;QUEBRACHITOS;22
4386;TRES POZOS;22
4387;EL AIBAL;22
4388;CAMPO GALLO;22
4389;CORONEL MANUEL L. RICO;22
4390;DONADEU;22
4391;SACHAYOJ;22
4392;SANTOS LUGARES;22
4393;LA MANGA;22
4394;POZO SALADO;22
4395;TACANITAS;22
4396;HUACHANA;22
4397;CAMPO ALEGRE;22
4398;AGUSTINA LIBARONA;22
4399;CRUZ CHICA;22
4400;VINAL VIEJO;22
4401;POZO LIMPIO;22
4402;LA FORTUNA;22
4403;LA UNION;22
4404;LAS PERFORACIONES;22
4405;POZO GRANDE;22
4406;SAN ISIDRO;22
4407;TACO POZO;22
4408;EL MILAGRO;22
4409;SALADILLO;22
4410;ESTEROS;22
4411;EL SIMBOL;22
4412;RIO MUERTO;22
4413;VILLA PALMAR;22
4414;RANCHITOS;22
4415;HOYO CERCO;22
4416;ESTACION ATAMISQUI;22
4417;MEDELLIN;22
4418;VILLA ATAMISQUI;22
4419;EL HOYON;22
4420;ANCOCHA;22
4421;LOMITAS;22
4422;JUANILLO;22
4423;SAN DIONISIO;22
4424;SOCONCHO;22
4425;PUESTO DEL ROSARIO;22
4426;COLLERA HUARCANA;22
4427;EL DORADO;22
4428;EL PERAL;22
4429;PUERTA GRANDE;22
4430;CHILCA LA LOMA;22
4431;COLONIA DORA;22
4432;HERRERA;22
4433;ICAÑO;22
4434;LUGONES;22
4435;REAL SAYANA;22
4436;VILLA MAILIN;22
4437;LA COSTA;22
4438;POZO MOSOJ;22
4439;GRAMILLA;22
4440;YACASNIOJ;22
4441;BREAYOJ;22
4442;BLANCA POZO;22
4443;CALOJ;22
4444;PASO GRANDE;22
4445;PERCAS;22
4446;PUNTA CORRAL;22
4447;PUNTA POZO;22
4448;SAN ANTONIO;22
4449;SAN PEDRO;22
4450;SAN ROQUE;22
4451;COLONIA LIBANESA;22
4452;TACO POZO;22
4453;ABRA GRANDE;22
4454;ANTAJE;22
4455;ARDILES;22
4456;CAÑADA ESCOBAR;22
4457;CHAUPI POZO;22
4458;CLODOMIRA;22
4459;HUYAMAMPA;22
4460;LA AURORA;22
4461;LA BANDA;22
4462;LA DARSENA;22
4463;LOS QUIROGA;22
4464;LOS SORIA;22
4465;SIMBOLAR;22
4466;TRAMO 16;22
4467;TRAMO 20;22
4468;EL AIBE;22
4469;QUITA PUNCO;22
4470;SAN LORENZO;22
4471;LOS DIAZ;22
4472;PALMARES;22
4473;ACOSTA;22
4474;NUEVA LIBANO;22
4475;LOS ANGELES;22
4476;COLONIA MARIA LUISA;22
4477;PALOS QUEMADOS;22
4478;PALMITAS;22
4479;SAN JUAN;22
4480;SAN CARLOS;22
4481;RUBIA MORENO;22
4482;SAN JAVIER;22
4483;TACOYOJ;22
4484;EL POLEAR;22
4485;LA GRANJA;22
4486;LAS CHACRAS;22
4487;LOS ALDERETES;22
4488;SAN FELIPE;22
4489;SAN NICOLAS;22
4490;NEGRA MUERTA;22
4491;GUAYCURU;22
4492;CUYOJ;22
4493;LA FALDA;22
4494;SAN ANTONIO;22
4495;QUISHCA;22
4496;ARDILES DE LA COSTA;22
4497;BAYO MUERTO;22
4498;BAJO GRANDE;22
4499;SURI POZO;22
4500;PAMPA MAYO;22
4501;BANDERA;22
4502;CUATRO BOCAS;22
4503;FORTIN INCA;22
4504;GUARDIA ESCOLTA;22
4505;ASPIRANTE;22
4506;EL DEAN;22
4507;EL MOJON;22
4508;EL ZANJON;22
4509;LOS CARDOZOS;22
4510;MACO;22
4511;MAQUITO;22
4512;MORALES;22
4513;PUESTO DE SAN ANTONIO;22
4514;SAN PEDRO;22
4515;SANTA MARIA;22
4516;SANTIAGO DEL ESTERO;22
4517;VUELTA DE LA BARRANCA;22
4518;YANDA;22
4519;REMES;22
4520;SANTA ROSA;22
4521;SAN BENITO;22
4522;SAN LORENZO;22
4523;SAN ANTONIO DE LOS CACERES;22
4524;TUNAS PUNCO;22
4525;HUAICO HONDO;22
4526;EL BARRIAL;22
4527;UPIANITA;22
4528;LOMA GRANDE;22
4529;TIPIRO;22
4530;PAMPA MUYOJ;22
4531;EL CABURE;22
4532;LA FIRMEZA;22
4533;LOS PIRPINTOS;22
4534;LOS TIGRES;22
4535;MONTE QUEMADO;22
4536;NUEVA ESPERANZA;22
4537;PAMPA DE LOS GUANACOS;22
4538;SAN JOSE DEL BOQUERON;22
4539;URUTAU;22
4540;MANGA BAJADA;22
4541;VINAL POZO;22
4542;EL VALLE;22
4543;VILLA MATOQUE;22
4544;DOS ARBOLES;22
4545;LA ESPERANZA;22
4546;LA VIRTUD;22
4547;PAAJ POZO;22
4548;TORO PAMPA;22
4549;BELGRANO;22
4550;COLOMBIA;22
4551;SAN ISIDRO;22
4552;LA CANDELARIA;22
