id;descripcion;provincia_id
7735;ALTA ESPERANZA;4
7736;CASTELLI;4
7737;CHACO PORA;4
7738;COLONIA PAMPA BOLSA SUR;4
7739;COLONIA PAMPA UNION;4
7740;CUATRO BOCAS;4
7741;EL ARENAL;4
7742;EL BRASIL;4
7743;EL INDIO;4
7744;EL LEBRETON;4
7745;EL PARAISO;4
7746;EL PINTADO;4
7747;EL QUINTO;4
7748;EL ROSILLO;4
7749;CUARTA LEGUA;4
7750;EL CORRENTOSO;4
7751;EL FISCALITO;4
7752;EL LUNAR;4
7753;EL SALVAJE;4
7754;EL SOMBRERITO;4
7755;EL TACURUZAL;4
7756;FORTIN BROWN;4
7757;KILOMETRO 62;4
7758;LA BLANCA;4
7759;LA ENTRERRIANA;4
7760;LA LEONOR;4
7761;LA LOMA;4
7762;LA PALMIRA;4
7763;LA TEXTIL;4
7764;LAGUNA LOBO;4
7765;LAS BRAVAS;4
7766;LAS CHUÑAS;4
7767;LEGUA 131;4
7768;LOMA FLORIDA;4
7769;LOTE 18;4
7770;LOTE 4;4
7771;LOTE 51;4
7772;LOTE 532;4
7773;LOTE 540;4
7774;LOTE 551;4
7775;LOTE 92;4
7776;LOTE 96;4
7777;LOTE AGRICOLA 82;4
7778;PAMPA CHICA;4
7779;COLONIA SAN LORENZO;8
7780;COLONIA SAUCE NORTE;8
7781;DIEGO LOPEZ;8
7782;DISTRITO CHAÑAR;8
7783;EL CARUMBE;8
7784;EL GATO;8
7785;EL GRAMILLAL;8
7786;CERNA;7
7787;COLONIA 2 DE ABRIL;7
7788;COLONIA JUAN RAMON VIDAL;7
7789;COLONIA LA ELISA;7
7790;COLONIA LAUREL;7
7791;COSTA SANTA LUCIA;7
7792;ESTANCIA BUENA VISTA;7
7793;LA MARIA;7
7794;LUJAN;7
7795;SANTA ANGELICA;7
7796;TACUARITAS;7
7797;VILLA LIBERTAD;7
7798;YAZUCA;7
7799;COLONIA MARIANO SARRATEA;4
7800;LOTE 13;4
7801;LOTE 14;4
7802;LOTE 27;4
7803;LOTE 29;4
7804;LOTE 33;4
7805;LOTE 49;4
7806;LOTE 50;4
7807;LOTE 8;4
7808;LOTE 9;4
7809;PAMPA LA DESATINADA;4
7810;PAMPA VERDE;4
7811;ARROYO SALADILLO;4
7812;COLONIA CRUCE VIEJO;4
7813;COLONIA SURIZ;4
7814;LA CHOZA;4
7815;LA LUCINDA;4
7816;LOTE 149;4
7817;COLONIA SAN ANSELMO;8
7818;COLONIA SAN FRANCISCO;8
7819;COLONIA SAN HUBERTO;8
7820;COLONIA SAN MIGUEL;8
7821;DISTRITO SEXTO;8
7822;PERUCHO VERNA;8
7823;SAN MIGUEL;8
7824;SUMACA;8
7825;COLONIA LOS SAUCES;8
7826;COLONIA SAN JUSTO;8
7827;COLONIA SAN PASCUAL;8
7828;COLONIA SANTA ISABEL;8
7829;COLONIA URQUIZA;8
7830;LOS LAPACHOS;7
7831;ORATORIO;7
7832;PAIRIRI;7
7833;PASO BATALLA;7
7834;RINCON DE LUNA;7
7835;RINCON YURUBI;7
7836;RODEO PORA;7
7837;SAN AGUSTIN;7
7838;SAN ANTONIO;7
7839;SANTA ELVIRA;7
7840;SANTA TERESITA;7
7841;YAJARAVE;7
7842;TATACUA;7
7843;AGUAY;7
7844;ARROYO MAROTE;7
7845;ARROYO PORTILLO;7
7846;ARROYO SECO;7
7847;COLONIA PAIRIRI;7
7848;EL CEIBO;7
7849;EL CHAÑAR;7
7850;EMILIO R. CONI;7
7851;ESPINILLO;7
7852;ESTANCIA LA CAUTIVA;7
7853;ESTANCIA SAN JUAN;7
7854;ATALAYA;7
7855;CAABI POI;7
7856;CAILAR CUE;7
7857;COLONIA GOBERNADOR RUIZ;7
7858;COLONIA SAN JUSTO;7
7859;CONCEPCION;7
7860;CORONEL DESIDERIO SOSA;7
7861;EL ALTILLO;7
7862;ESPINILLO;7
7863;ESTANCIA SAN PEDRO;7
7864;ESTANCIA SAN VICENTE;7
7865;GALARZA;7
7866;GAMBAI;7
7867;GOMEZ CUE;7
7868;HORMIGUERO;7
7869;JESUS CUE;7
7870;LA CRIOLLA;7
7871;LAS CHISPAS;7
7872;LAS MARIAS;7
7873;LAUREL;7
7874;LOS ARROYOS;7
7875;LOS BRETES;7
7876;SAN ALONSO;7
7877;SAN GABRIEL;7
7878;SAN HORACIO;7
7879;SAN JUAN;7
7880;VIROCAY;7
7881;PUERTO BASTIANI;4
7882;UNITAN;4
7883;VILLA JALON;4
7884;BUENA VISTA;4
7885;CAMPO ALEMANY;4
7886;CAMPO ANTONIELI;4
7887;CAMPO ARAOZ;4
7888;CAMPO BLANCO;4
7889;CAMPO LA AURORA;4
7890;CAMPO LOS TOROS;4
7891;CAMPO MEDINA;4
7892;CAMPO NUEVO;4
7893;CAMPO PITTERI;4
7894;CAMPO ROFFO;4
7895;COLONIA ALCALA;4
7896;COLONIA EL CIERVO;4
7897;COLONIA ESPERANZA;4
7898;COLONIA LA FLORIDA;4
7899;COLONIA MIXTA;4
7900;COLONIA OESTE;4
7901;COLONIA OMBU;4
7902;COLONIA SAN FRANCISCO;4
7903;COLONIA SAN ISIDRO;4
7904;COLONIA TRES LAGUNAS;4
7905;COLONIA ZAPALLAR NORTE;4
7906;LA JAULA;8
7907;CAMPOS SANCHEZ;8
7908;CARRASCO;8
7909;CHACABUCO;8
7910;COLONIA 25 DE MAYO;8
7911;COLONIA 3 DE FEBRERO;8
7912;COLONIA ADIVINOS;8
7913;COLONIA BERTOZI;8
7914;COLONIA BUENA VISTA;8
7915;COLONIA EL SAUCESITO;8
7916;COLONIA MAXIMO CASTRO;8
7917;COLONIA SAN CARLOS;8
7918;COLONIA SAN LUIS;8
7919;COLONIA SAN PEDRO;8
7920;COLONIA TABOADA;8
7921;COLONIA VIRARO;8
7922;CUATRO BOCAS;8
7923;DISTRITO FELICIANO;8
7924;EL CARMEN;8
7925;EL CHAÑAR;8
7926;EL CHIMANGO;8
7927;EL CORCOVADO;8
7928;EL OMBU;8
7929;EL SALADO;8
7930;EST. EL TIGRE;8
7931;SANTA TERESA;9
7932;TENIENTE GENERAL ROSENDO M. FRAGA;9
7933;TRES PALMITAS;9
7934;VACA MUERTA;9
7935;CACIQUE COQUERO;9
7936;CAMPO ALEGRE;9
7937;CAMPO AZCURRA;9
7938;CAMPO DE AVIACION;9
7939;CAMPO DEL CIELO;9
7940;CAMPO TRES POZOS;9
7941;TRES CRUCES;17
7942;VILLA ANGELICA;17
7943;VILLA MERCEDES (FINCA);17
7944;LA MERCED DEL ENCON;17
7945;AMBLAYO;17
7946;CORRALITO;17
7947;EL ARREMO;17
7948;EL CARMEN;17
7949;ISONZA;17
7950;VILLA COOPERATIVA;14
7951;COLONIA ALEMANA;14
7952;EL CHATON;14
7953;PICADA AFRICANA;14
7954;PICADA BELGRANO;14
7955;PICADA GALITZIANA;14
7956;PICADA SUD;14
7957;PICADA SUECA;14
7958;PICADA YACUTINGA;14
7959;3 DE MAYO;14
7960;COLONIA FLORA;14
7961;COLONIA ORO VERDE;14
7962;EL PORVENIR;14
7963;PICADA INTERNACI;14
7964;PICADA VASCA;14
7965;PICADA VIEJA;14
7966;PICADA YAPEYU;14
7967;SEGUIN;14
7968;VILLA BARREYRO;14
7969;VILLA MARTTOS;14
7970;VILLA SOMMER;14
7971;VILLA UNION;14
7972;YAZA;14
7973;YERBAL VIEJO;14
7974;BARRIO ESCUELA 461;14
7975;BARRIO ESCUELA 633;14
7976;PANAMBI KILOMETRO 15;14
7977;APARICIO CUE;14
7978;COLONIA NARANJITO;14
7979;COLONIA SOL DE MAY;14
7980;EL BONITO;14
7981;EL DESTIERRO;14
7982;FLORA;14
7983;INVERNADA;14
7984;BARRIO ESPERANZA;16
7985;JUVENTUD UNIDA;16
7986;SALTO ANDERSEN;16
7987;CAMPO ZIEGLER;8
7988;CARMONA;8
7989;COLONIA ARGENTINA;8
7990;COLONIA GOBERNADOR CRESPO;8
7991;COLONIA LA GAMA;8
7992;COLONIA MEROU;8
7993;COLONIA SAN JUAN;8
7994;COLONIA SAN MARTIN;8
7995;EL QUEBRACHO;9
7996;EL QUEMADO;9
7997;EL RELEVO;9
7998;EL RETIRO;9
7999;EL SAUCE;9
8000;EL SIMBOLAR;9
8001;EL TARTAGAL;9
8002;EL TIMBO;9
8003;EL TORDILLO;9
8004;EL TOTORAL;9
8005;EL TRASLADO;9
8006;EL YACARE;9
8007;ESTACION BOUCHARD;9
8008;ISLETA;9
8009;KILOMETRO 15;9
8010;LA CIERVA;9
8011;LA FELICIDAD;9
8012;LA INVERNADA;9
8013;LA MEDIA LUNA;9
8014;LA PALMA;9
8015;LA PAMPA;9
8016;LA PANTALLA;9
8017;LA PORFIA;9
8018;LA PROVIDENCIA;9
8019;LA RAFAELA;9
8020;LA RINCONADA;9
8021;LA SORPRESA;9
8022;COLONIA 14 DE MAYO;9
8023;COLONIA 20 DE JUNIO;9
8024;COLONIA ABORIGEN LA BOMBA;9
8025;COLONIA CEFERINO NAMUNCURA;9
8026;COLONIA DANTE SANDRELLI;9
8027;COLONIA EL CATORCE;9
8028;COLONIA EL PAVAO;9
8029;COLONIA EL SILENCIO;9
8030;COLONIA ENSANCHE NORTE;9
8031;COLONIA ISLA SOLA;9
8032;COLONIA LA PREFERIDA;9
8033;COLONIA LAS CHOYAS;9
8034;COLONIA NAPENAY;9
8035;COLONIA RECONQUISTA;9
8036;COLONIA SAN ANTONIO;9
8037;COLONIA SAN JOSE;9
8038;PALCA DE VARAS;10
8039;AGUA BLANCA;10
8040;AGUA NEGRA;10
8041;LA BAJADA;10
8042;MANANTIAL;10
8043;PALMITAS;10
8044;RIO BLANCO;10
8045;SAN BORJAS;10
8046;TORTUGAS;10
8047;URUNDEL;10
8048;YERBA BUENA;10
8049;BARRIO LUISILLO;16
8050;BARRIO MOÑO AZUL;16
8051;BARRIO NORTE;16
8052;BARRIO PINAR;16
8053;BARRIO EL TREINTA;16
8054;BARRIO GORETTI;16
8055;BARRIO PUENTE DE MADERA;16
8056;SANTA LUCIA;16
8057;BARRIO PRESIDENTE PERON;16
8058;CERRO NEGRO;16
8059;COQUELEN;16
8060;PASO CHACABUCO;16
8061;PICHI LEUFU;16
8062;CAÑADON CHILENO;16
8063;LOS ALAMOS;16
8064;MINA GONZALITO;16
8065;ESTACION EMPALME;16
8066;SACO VIEJO;16
8067;SAUCE REDONDO;17
8068;ABRA DE ARAGUYOC;17
8069;ABRA DEL SAUCE;17
8070;CAMPO CABRERA;17
8071;EL ALFARCITO;17
8072;HUAYRA HUASI;17
8073;LAS CAPILLAS;17
8074;LAS TRANCAS;17
8075;LA UNION;9
8076;LA VICTORIA;9
8077;LAGO VERDE;9
8078;LA TOMA;10
8079;LOS ALISOS;10
8080;NUESTRA SE?ORA DEL ROSARIO;10
8081;EL MOLLAR;10
8082;LAVAYEN;10
8083;PALO HACHADO;10
8084;PUERTA VERDE;10
8085;SAN JUAN DE DIOS;10
8086;TUNALITO;10
8087;VILLA CAROLINA;10
8088;VILLA LAS ROSAS;10
8089;SAN ISIDRO;12
8090;SAN PEDRO;12
8091;SANTA CRUZ;12
8092;TALA VERDE;12
8093;EL RUMICAL;17
8094;LA CANDELARIA (FINCA);17
8095;LA ISLA;17
8096;LAS PALMAS (FINCA);17
8097;LAS TIENDITAS;17
8098;LOS PINOS;17
8099;SAN MIGUEL;17
8100;SUMALAO;17
8101;VILLA SARMIENTO;17
8102;LA LOMA;17
8103;LA MEDIA LUNA (FINCA);17
8104;LA MERCED;17
8105;LA MESADA;17
8106;LA MORA (FINCA);17
8107;LA PAZ;17
8108;LA PROVIDENCIA;17
8109;LA PUNTANA;17
8110;LA REPRESA;17
8111;LA RINCONADA;17
8112;LA SALVACION;17
8113;LA SIBERIA;17
8114;LA SOTA;17
8115;LA TOMA;17
8116;LA TRAMPA;17
8117;LA VICTORIA;17
8118;LAS BARRANCAS;17
8119;LAS BOLSAS;17
8120;LAS DELICIAS;17
8121;LAS FLORES;17
8122;LAS HORQUETAS;17
8123;LAS HORQUETASAS;17
8124;LAS JUNTAS;17
8125;LAS LLAVES;17
8126;LAS MARAVILLAS;17
8127;LAS MOJARRAS;17
8128;LAS TORTUGAS;17
8129;LAS VERTIENES;17
8130;PALCA;17
8131;RODEO COLORADO;17
8132;SALA ESCUYA;17
8133;SAN ANTONIO;17
8134;SAN ISIDRO DE IRUYA;17
8135;SAN JUAN;17
8136;TRES MORROS;17
8137;VALLE DELGADO;17
8138;VIZCARRA;17
8139;VOLCAN HIGUERAS;17
8140;CAMPO ALEGRE;17
8141;LESSER;17
8142;LA ARCADIA;17
8143;LA ISLA;17
8144;LAS BARRANCAS;17
8145;LAS CORTADERAS;17
8146;LOS CARDONES;17
8147;LOS SAUCES;17
8148;OVEJERIA;17
8149;PALO PINTADO;17
8150;PAYOGASTILLA;17
8151;PUCARA;17
8152;RIO GRANDE;17
8153;RIO SALADO;17
8154;RUMIARCO;17
8155;SALADILLO;17
8156;SAN ANTONIO;17
8157;SAN FELIPE;17
8158;SAN LUCAS;17
8159;SAN RAFAEL;17
8160;SANTA ROSA;17
8161;VALLECITO;17
8162;ABRA DE SAN ANTONIO;17
8163;ABRA DE SANTA CRUZ;17
8164;ANTIGAL;17
8165;BACOYA;17
8166;BARITU;17
8167;CAMPO LA PAZ;17
8168;CHORRO;17
8169;CUESTA AZUL;17
8170;EL MOLINO DE CUESTA AZUL;17
8171;EL PABELLON;17
8172;PUERTO NARANJITO;14
8173;PUERTO TABAY;14
8174;SAN RAFAEL;14
8175;TACUARA;14
8176;TEYU CUARE;14
8177;VILLA EMMA;14
8178;VILLA LIBERTADOR GENERAL SAN MARTIN;14
8179;BARRIO TUNGOIL;14
8180;CHICO ALFEREZ;14
8181;INVERNADA GRANDE;14
8182;BALDE DE AMAYA;12
8183;EL CHORRO;12
8184;EL PORONGO;12
8185;LAS BARRANCAS;12
8186;LOMA LARGA;12
8187;LOS BARREALES;12
8188;MASCASIN;12
8189;SALANA;12
8190;SAN PEDRO;12
8191;SAN ROQUE;12
8192;SANTA MARIA;12
8193;TOSQUEA;12
8194;TRES CRUCES;12
8195;EL COLETO;17
8196;EL CORTADERAL;17
8197;EL DESEMBOQUE;17
8198;EL DESTIERRO;17
8199;EL ESCONDIDO;17
8200;EL ESPINILLO;17
8201;EL GANSO;17
8202;EL GRITAO;17
8203;EL LECHERON;17
8204;EL LINDERO;17
8205;EL MADREJON;17
8206;LOS BALDES;17
8207;LOS NARANJOS;17
8208;LOS NOGALES;17
8209;LOS RANCHITOS;17
8210;LOS TRES POZOS;17
8211;ARROYO PASTORA;14
8212;LA FORTALEZA;14
8213;LA INVERNADA;14
8214;LAS QUEMADAS;14
8215;TACUARUZU;14
8216;VILLA VENECIA;14
8217;EL PORVENIR;14
8218;SAN ANDRES;14
8219;BARRIO NUEVO GARUPA;14
8220;CASCABEL;14
8221;CERRO MARTIRES;14
8222;CIEN HECTAREAS;14
8223;EL TIGRE;14
8224;PUERTO SAN ISIDRO;14
8225;SAN ISIDRO;14
8226;EL MANZANO;15
8227;EL SALITRAL;15
8228;LA ARROCERA;14
8229;PICADA SAN JAVIER;14
8230;ARROYO EL TEMBRAO;16
8231;CAITA TORO;16
8232;CHANQUIN;16
8233;CHIPAUQUIL;16
8234;SALITRAL NEGRO;16
8235;SANTA ROSA;16
8236;ATRAICO;16
8237;CERRO MESA;16
8238;EL TROPEZON;16
8239;LA ESPERANZA;16
8240;VACA LAUFQUEN;16
8241;COLAN CONUE;16
8242;AGUA CALIENTE;17
8243;ALTO ALEGRE;17
8244;LOS PORONGOS;17
8245;LOS SAUCES;17
8246;LA AGUADITA;17
8247;LA POBLACION;17
8248;LAGUNITA;17
8249;LAS CONCHAS;17
8250;LAS JUNTAS;17
8251;LAS VERTIENTES;17
8252;LOS LAPACHOS;17
8253;LOS ROSALES;17
8254;OVEJERIA;17
8255;PASO DE LAS CARRERAS;17
8256;POBLACION DE ORTEGA;17
8257;POTRERO;17
8258;PRINGLES;17
8259;EL PARRAL;13
8260;LA JAULA;13
8261;LOS ALAMITOS;13
8262;PIEDRAS BLANCAS;13
8263;VILLA EL CHACON;13
8264;BARRIO CARRASCO;13
8265;TRES ESQUINAS;13
8266;VILLA CENTENARIO;13
8267;BARRIO LA ESTACION;13
8268;BARRIO NTRA. SRA. DE FATIMA;13
8269;EL MILAGRO;17
8270;EL MIRADOR;17
8271;EL NARANJO;17
8272;EL OCULTAR;17
8273;EL PALMAR;17
8274;EL PARAISO;17
8275;EL PELICANO;17
8276;EL PERGAMINO;17
8277;EL PERTIGO;17
8278;EL PESCADERO;17
8279;EL PORONGAL;17
8280;EL PORVENIR;17
8281;EL POTRERITO;17
8282;EL PUESTITO;17
8283;EL PUESTO;17
8284;EL QUEBRACHO;17
8285;EL QUIRQUINCHO;17
8286;EL RETIRO;17
8287;EL RONDADERO;17
8288;EL ROSADO;17
8289;EL SALADO;17
8290;ANCON;13
8291;EL ZAMPALITO;13
8292;ESTANCIA LAS CUEVAS;13
8293;ESTANCIA PALMA;13
8294;OJO DE AGUA;13
8295;LA AMARGA;15
8296;LONCO LUAN;15
8297;LOS HORNOS;15
8298;MALLIN DEL MUERTO;15
8299;PASO DE LOS INDIOS;15
8300;SANTO DOMINGO;15
8301;COVUNCO CENTRO;15
8302;EL PASO;16
8303;LA BOCA;16
8304;MONTE BAGUAL;16
8305;PRIMERA ANGOSTURA;16
8306;SAUCE BLANCO;16
8307;BARRIO EL CONGRESO;17
8308;BARRIO LAS TUNAS;17
8309;BARRIO LOS OLMOS;17
8310;AGUA NEGRA;17
8311;SANTA GERTRUDIS;17
8312;EL BRETE;17
8313;LOS MOGOTES;17
8314;POTRERILLOS;17
8315;SAN ANTONIO;17
8316;SAN PEDRO DE ARANDA;17
8317;CANGREJILLOS;17
8318;CERRO NEGRO;17
8319;CHURCAL;17
8320;EL CAJON;17
8321;EL RODEO;17
8322;EL SALADILLO;17
8323;EL TRIGAL;17
8324;ESQUINA AZUL;17
8325;ESQUINA DE GUARDIA;17
8326;POZO BRAVO;17
8327;PUEBLO VIEJO;17
8328;ALEMANIA;17
8329;CHURQUI SOLO;17
8330;EL CHURQUI;17
8331;EL INFIERNILLO;17
8332;LAS TAPIAS;18
8333;OBISPO ZAPATA;18
8334;TIERRA ADENTRO;18
8335;EL ESPINO;13
8336;CIUDAD DE SAN MARTIN;13
8337;MOQUEHUE;15
8338;BAJADA DE LOS MOLLES;15
8339;BELISLE;15
8340;CASA DE PIEDRA;15
8341;CATATUN;15
8342;COSTA DEL CATAN LIL;15
8343;EL RINCON;15
8344;LA NEGRA;15
8345;LA PICAZA;15
8346;LAPA;15
8347;LAS CORTADERAS;15
8348;LOS REMOLINOS;15
8349;PUENTE PICUN LEUFU;15
8350;HUAIQUIMIL;15
8351;PIEDRA PINTADA;15
8352;VILLA PICHI PICUN LEUFU;15
8353;VILLA RINCON CHICO;15
8354;ZAINA YEGUA;15
8355;LA LAGUNA;17
8356;COLONIA SAN JOSE;14
8357;EL CRUCE;14
8358;LA CAPILLA;14
8359;TARANCO;14
8360;PICHI NEUQUEN;15
8361;TIERRAS BLANCAS;15
8362;VILLA DEL NAHUEVE;15
8363;CHACAICO;15
8364;COLIPILLI ABAJO;15
8365;HUALCUPEN;15
8366;LA GREDA;15
8367;RAHUECO;15
8368;RANQUILCO;15
8369;RANQUILON;15
8370;TRES CHORROS;15
8371;AGUA CALIENTE;15
8372;AGUADA CHACAYCO;15
8373;EL CANDADO;17
8374;EL MOLLAR;17
8375;EL NOGALAR;17
8376;EL PEDREGAL;17
8377;EL RODEO;17
8378;EL TIPAL;17
8379;ESCOIPE;17
8380;LA ZANJA;17
8381;LAS ANIMAS;17
8382;LAS BARRANCAS;17
8383;LAS GARZAS;17
8384;LAS MORAS;17
8385;MOLINO DE GONGORA;17
8386;PULARES;17
8387;QUEBRADA DE ESCOIPE;17
8388;SAN MARTIN;17
8389;SAN SIMON;17
8390;SANTA ANA;17
8391;SUNCHAL;17
8392;VILLA FANNY;17
8393;LA MAROMA;17
8394;BARRIO LA ROTONDA;17
8395;MARTIN GARCIA;17
8396;MIRAFLORES;17
8397;MISION LA PAZ;17
8398;MISION SAN FELIPE;17
8399;MISION SAN LUIS;17
8400;MONTE ALTO;17
8401;MONTE CARMELO;17
8402;MONTEVIDEO;17
8403;PALMAR;17
8404;PALMARCITO;17
8405;PALO SANTO;17
8406;PELICANO QUEMADO;17
8407;POZO BRAVO;17
8408;POZO DE ALGARROBO;17
8409;POZO DEL SAUCE;17
8410;POZO DEL TORO;17
8411;ALCAPARROSA;18
8412;BELLA VISTA;18
8413;COLON;18
8414;EL LEONCITO;18
8415;LA ALUMBRERA;18
8416;TIRA LARGA;18
8417;DIVISORIA;18
8418;LAGUNA SECA;18
8419;ALEGRIA;14
8420;ASTER;14
8421;BELLO HORIZONTE;14
8422;COLONIA PRIMAVERA;14
8423;DURAN;14
8424;GENTILE;14
8425;MACACA;14
8426;PALMERA BOCA;14
8427;POZO AZUL;14
8428;RIO YABOTY;14
8429;LA PELADA;17
8430;LA POBLACION;17
8431;LA POSICION;17
8432;LA QUINTA;17
8433;LA UNION;17
8434;LAGUNA VERDE;17
8435;LAGUNITA;17
8436;LAS AVISPAS;17
8437;LAS BEBIDAS;17
8438;LAS FLACAS;17
8439;LAS MERCEDES;17
8440;LAS PIEDRAS;17
8441;LAS VACAS;17
8442;LAS VIBORAS;17
8443;LOMA DE BURRO;17
8444;LOS BLANCOS;17
8445;LOS JARDINES;17
8446;LOS LAURELES;17
8447;LOS NOQUES;17
8448;LOS POZOS;17
8449;LOS VIBORONES;17
8450;LUJAN;17
8451;LUZ DE ANTA;17
8452;MANGRULLO;17
8453;MIRAFLORES;17
8454;NOLASCO;17
8455;OVEJERIA;17
8456;PALERMO;17
8457;PALO A PIQUE;17
8458;PUNTA DEL AGUA;17
8459;QUEBRACHO HERRADO;17
8460;SACHA PERA;17
8461;SALADILLO;17
8462;SANTA ANA;17
8463;SANTA MARIA;17
8464;VERA CRUZ;17
8465;HUANTRAICO;15
8466;HUITRIN;15
8467;LAGUNA AUQUINCO;15
8468;RANQUIL VEGA;15
8469;SAN EDUARDO;15
8470;SIERRA DE HUANTRAICO;15
8471;CACHI ADENTRO;17
8472;EL BARRIAL;17
8473;ESCALCHI ADENTRO;17
8474;LAS ARCAS;17
8475;LAS CORTADERAS;17
8476;LAS CUEVAS;17
8477;LAS PAILAS;17
8478;LAS TRANCAS;17
8479;PIEDRA DEL MOLINO;17
8480;PIUL;17
8481;POZO BRAVO;17
8482;PUCARA;17
8483;RANCAGUA;17
8484;RUMIHUASI;17
8485;SAN GERONIMO;17
8486;SAN JOSE DE ESCALCHI;17
8487;TONCO;17
8488;VALLECITO;17
8489;DIVISADERO;17
8490;EL PASO;17
8491;POZO DEL ZORRO;17
8492;POZO EL ANTA;17
8493;POZO EL BRAVO;17
8494;POZO EL CHAÑAR;17
8495;POZO EL MULATO;17
8496;POZO EL TIGRE;17
8497;POZO EL TORO;17
8498;POZO LARGO;17
8499;POZO VERDE;17
8500;PUESTO EL PANCHO;17
8501;PUESTO VIEJO;17
8502;SAN AGUSTIN;17
8503;SAN ANICETO;17
8504;SAN ANTONIO;17
8505;SAN BERNARDO;17
8506;SAN GABRIEL;17
8507;AGUARAY GUAZU;14
8508;CUATRO BOCAS;14
8509;MARIANO MORENO;14
8510;PAREJHA;14
8511;YACUTINGA;14
8512;NUEVA DELICIA;14
8513;PUEBLO NUEVO;14
8514;11 DE SEPTIEMBRE;14
8515;28 DE DICIEMBRE;14
8516;SANTA ROSA;14
8517;TIRICA;14
8518;VILLA DON BOSCO;14
8519;9 DE JULIO;14
8520;ALBORADA;14
8521;APARECIDA;14
8522;CHAFARIZ;14
8523;COLONIA ACARAGUA;14
8524;COLONIA EL PROGRESO;14
8525;CORONEL PRINGLES;14
8526;ANTA POZO;17
8527;ARRAYANAL;17
8528;BALBUENA;17
8529;BELLA FLOR;17
8530;BELLA VISTA;17
8531;BOCA DEL TIGRE;17
8532;BUEN LUGAR;17
8533;CORRAL QUEMADO;17
8534;EL 103;17
8535;EL 21;17
8536;EL 93;17
8537;EL BORDO (FINCA);17
8538;EL CARDITO;17
8539;EL CEBILAR;17
8540;EL DESTIERRO;17
8541;EL DORADO;17
8542;EL ESTANQUE;17
8543;EL FUERTE;17
8544;EL GEOLOGO;17
8545;EL GRITAO;17
8546;AGUADITA;17
8547;ALUMBRE;17
8548;AMAICHA;17
8549;BANDA GRANDE;17
8550;COCHIYACO;17
8551;COLOME;17
8552;COMPUEL;17
8553;CUCHIYACO;17
8554;EL CHURCAL;17
8555;LURACATAO;17
8556;SAN LUCAS;17
8557;TACUIL;17
8558;ABRA GRANDE;17
8559;ANTA MUERTA;17
8560;BELLA VISTA;17
8561;BORDO LA ESQUINA;17
8562;BUENA VISTA;17
8563;ARISTIDES VILLANUEVA;13
8564;COLONIA COLOMER;13
8565;COLONIA EL USILLAL;13
8566;COLONIA GELMAN;13
8567;COLONIA JAUREGUI;13
8568;COLONIA LOPEZ;13
8569;COLONIA RUSA;13
8570;CUADRO BOMBAL;13
8571;CUESTA DE LOS TERNEROS;13
8572;EL ALGARROBAL;13
8573;EL VENCEDOR;13
8574;EL VIDALINO;13
8575;GUADALES;13
8576;EL SAUCE;17
8577;EL SAUZAL;17
8578;EL SUNCHAL;17
8579;EL TALAR;17
8580;EL TARTAGAL;17
8581;EL TIMON;17
8582;EL TOBA;17
8583;EL TOTORAL;17
8584;EL TRAMPEADERO;17
8585;EL TRASLADO;17
8586;EL VALLE;17
8587;EL VINALAR;17
8588;EL YACARE;17
8589;EL YACON;17
8590;FINCA LA ARGENTINA;17
8591;FINCA SANTA ROSA;17
8592;FORTALEZA;17
8593;FORTIN BELGRANO;17
8594;LA BOLSA;17
8595;LA BREA;17
8596;LA CARNEADA;17
8597;LA CHINA;17
8598;LA CURVITA;17
8599;LA ELENITA;17
8600;LA ENSENADA;17
8601;LA ENTRADA;17
8602;LA ESPERANZA;17
8603;LA ESTRELLA;17
8604;LA FORTUNA;17
8605;LA GRACIA;17
8606;LA IGUANA;17
8607;LA INVERNADA;17
8608;LA JUNTA;17
8609;LA LAGUNA;17
8610;BARRIO RURAL;14
8611;ALEGRIA;14
8612;ARROYO VERD;14
8613;AZOPARDO;14
8614;BARBACUA (SAN ANTONIO);14
8615;CABALLERO (SAN ANTONIO);14
8616;CAMPO ALEGRE;14
8617;CERRO SIETE (SAN ANTONIO);14
8618;COLONIA JOSEFA;16
8619;COLONIA SANTA GREGORIA;16
8620;LA JULIA;16
8621;SAN LORENZO;16
8622;TRAPALCO;16
8623;ARROYO QUEMQUEMTREU;16
8624;COSTA DEL RIO AZUL;16
8625;PAMPA LINDA;16
8626;PENINSULA SAN PEDRO;16
8627;TRES PUENTES ARRIBA;16
8628;VILLA ARELAUQUEN;16
8629;EL GUAYACAN;17
8630;EL JARDIN;17
8631;EL LINDERO;17
8632;EL MANANTIAL;17
8633;EL MOLINO;17
8634;EL MOSQUITO;17
8635;EL NORTE;17
8636;EL PIQUETE;17
8637;ENTRE RIOS;17
8638;FINCA SAN NICOLAS;17
8639;LA BODEGA;17
8640;LA ENCRUCIJADA;17
8641;LAS ABRITAS;17
8642;LAS CURTIEMBRES;17
8643;LAS LECHUZAS;17
8644;LAS TACANAS;17
8645;LAS TRAMPAS;17
8646;LOS RASTROJITOS;17
8647;OSMA;17
8648;POTRERO DIAZ;17
8649;ABRA NAVARRO;17
8650;ACAZOQUE;17
8651;AGUA DE CASTILLA;17
8652;CAIPE;17
8653;CHORRILLOS;17
8654;CHUCULAQUI;17
8655;CONDOR HUASI;17
8656;CORRALITOS;17
8657;EL RINCON;17
